Drug,CD,DL_label,z_bin,Coformer,Category,logP,K_binary,K_ternary,K_ratio,ddG_kJmol,calib_valid,model,usable,usable_note
Naproxen,α-CD,Fuzzy-Weak,0.9385,Nicotinamide,hydrotrope,0.18,288.8,1315.7,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Succinic acid,organic acid,-0.064,288.8,1291.1,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,L-Proline,amino acid,-0.177,288.8,1279.9,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,L-Lysine,amino acid,-0.473,288.8,1251.1,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,L-Histidine,amino acid,-0.636,288.8,1235.4,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Glycine,amino acid,-0.97,288.8,1203.9,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Urea,hydrotrope,-0.976,288.8,1203.4,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Caffeine,hydrotrope,-1.029,288.8,1198.5,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,L-Arginine,amino acid,-1.338,288.8,1170.2,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,L-Glutamine,amino acid,-1.336,288.8,1170.4,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Triethanolamine,amine,-1.735,288.8,1135.0,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Citric acid,organic acid,-1.888,288.8,1121.7,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Tartaric acid,organic acid,-2.123,288.8,1101.5,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Tromethamine,buffer amine,-2.339,288.8,1083.3,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Meglumine,sugar amine,-3.619,288.8,981.4,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,HPMC E5,polymer,polymer,288.8,1181.0,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,HPMC K15M,polymer,polymer,288.8,1181.0,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,PVP K30,polymer,polymer,288.8,1181.0,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,PEG 4000,polymer,polymer,288.8,1181.0,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,α-CD,Fuzzy-Weak,0.9385,Poloxamer 188,polymer,polymer,288.8,1181.0,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Nicotinamide,hydrotrope,0.18,356.3,1623.6,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Succinic acid,organic acid,-0.064,356.3,1593.2,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,L-Proline,amino acid,-0.177,356.3,1579.4,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,L-Lysine,amino acid,-0.473,356.3,1543.8,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,L-Histidine,amino acid,-0.636,356.3,1524.5,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Glycine,amino acid,-0.97,356.3,1485.7,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Urea,hydrotrope,-0.976,356.3,1485.0,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Caffeine,hydrotrope,-1.029,356.3,1478.9,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,L-Arginine,amino acid,-1.338,356.3,1444.0,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,L-Glutamine,amino acid,-1.336,356.3,1444.3,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Triethanolamine,amine,-1.735,356.3,1400.6,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Citric acid,organic acid,-1.888,356.3,1384.1,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Tartaric acid,organic acid,-2.123,356.3,1359.3,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Tromethamine,buffer amine,-2.339,356.3,1336.7,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Meglumine,sugar amine,-3.619,356.3,1211.0,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,HPMC E5,polymer,polymer,356.3,1457.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,HPMC K15M,polymer,polymer,356.3,1457.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,PVP K30,polymer,polymer,356.3,1457.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,PEG 4000,polymer,polymer,356.3,1457.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,β-CD,Fuzzy-Weak,0.8355,Poloxamer 188,polymer,polymer,356.3,1457.3,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,γ-CD,Weak (High conf),1.955,Nicotinamide,hydrotrope,0.18,36.3,165.2,4.56,-3.76,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Succinic acid,organic acid,-0.064,36.3,162.1,4.47,-3.71,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,L-Proline,amino acid,-0.177,36.3,160.7,4.43,-3.69,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,L-Lysine,amino acid,-0.473,36.3,157.1,4.33,-3.63,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,L-Histidine,amino acid,-0.636,36.3,155.1,4.28,-3.6,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Glycine,amino acid,-0.97,36.3,151.2,4.17,-3.54,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Urea,hydrotrope,-0.976,36.3,151.1,4.17,-3.54,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Caffeine,hydrotrope,-1.029,36.3,150.5,4.15,-3.53,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,L-Arginine,amino acid,-1.338,36.3,146.9,4.05,-3.47,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,L-Glutamine,amino acid,-1.336,36.3,147.0,4.05,-3.47,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Triethanolamine,amine,-1.735,36.3,142.5,3.93,-3.39,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Citric acid,organic acid,-1.888,36.3,140.8,3.88,-3.36,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Tartaric acid,organic acid,-2.123,36.3,138.3,3.81,-3.32,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Tromethamine,buffer amine,-2.339,36.3,136.0,3.75,-3.28,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Meglumine,sugar amine,-3.619,36.3,123.2,3.4,-3.03,True,descriptor,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,HPMC E5,polymer,polymer,36.3,148.3,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,HPMC K15M,polymer,polymer,36.3,148.3,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,PVP K30,polymer,polymer,36.3,148.3,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,PEG 4000,polymer,polymer,36.3,148.3,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,γ-CD,Weak (High conf),1.955,Poloxamer 188,polymer,polymer,36.3,148.3,4.09,-3.49,True,constant,False,"SKIP — Weak (High conf): K<100, drug-CD mismatch, coformer ineffective"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Nicotinamide,hydrotrope,0.18,174.4,794.9,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Succinic acid,organic acid,-0.064,174.4,780.0,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,L-Proline,amino acid,-0.177,174.4,773.2,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,L-Lysine,amino acid,-0.473,174.4,755.8,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,L-Histidine,amino acid,-0.636,174.4,746.3,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Glycine,amino acid,-0.97,174.4,727.3,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Urea,hydrotrope,-0.976,174.4,727.0,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Caffeine,hydrotrope,-1.029,174.4,724.0,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,L-Arginine,amino acid,-1.338,174.4,706.9,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,L-Glutamine,amino acid,-1.336,174.4,707.1,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Triethanolamine,amine,-1.735,174.4,685.7,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Citric acid,organic acid,-1.888,174.4,677.6,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Tartaric acid,organic acid,-2.123,174.4,665.4,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Tromethamine,buffer amine,-2.339,174.4,654.4,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Meglumine,sugar amine,-3.619,174.4,592.9,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,HPMC E5,polymer,polymer,174.4,713.5,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,HPMC K15M,polymer,polymer,174.4,713.5,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,PVP K30,polymer,polymer,174.4,713.5,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,PEG 4000,polymer,polymer,174.4,713.5,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Naproxen,HP-β-CD,Fuzzy-Weak,1.1854,Poloxamer 188,polymer,polymer,174.4,713.5,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Nicotinamide,hydrotrope,0.18,767.1,3495.1,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Succinic acid,organic acid,-0.064,767.1,3429.7,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,L-Proline,amino acid,-0.177,767.1,3400.0,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,L-Lysine,amino acid,-0.473,767.1,3323.3,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,L-Histidine,amino acid,-0.636,767.1,3281.7,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Glycine,amino acid,-0.97,767.1,3198.1,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Urea,hydrotrope,-0.976,767.1,3196.7,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Caffeine,hydrotrope,-1.029,767.1,3183.6,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,L-Arginine,amino acid,-1.338,767.1,3108.6,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,L-Glutamine,amino acid,-1.336,767.1,3109.1,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Triethanolamine,amine,-1.735,767.1,3015.0,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Citric acid,organic acid,-1.888,767.1,2979.6,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Tartaric acid,organic acid,-2.123,767.1,2926.0,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Tromethamine,buffer amine,-2.339,767.1,2877.6,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Meglumine,sugar amine,-3.619,767.1,2607.0,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,HPMC E5,polymer,polymer,767.1,3137.2,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,HPMC K15M,polymer,polymer,767.1,3137.2,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,PVP K30,polymer,polymer,767.1,3137.2,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,PEG 4000,polymer,polymer,767.1,3137.2,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,α-CD,Fuzzy-Weak,0.4599,Poloxamer 188,polymer,polymer,767.1,3137.2,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,Nicotinamide,hydrotrope,0.18,152.0,692.5,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,Succinic acid,organic acid,-0.064,152.0,679.6,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,L-Proline,amino acid,-0.177,152.0,673.7,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,L-Lysine,amino acid,-0.473,152.0,658.5,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,L-Histidine,amino acid,-0.636,152.0,650.3,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,Glycine,amino acid,-0.97,152.0,633.7,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,Urea,hydrotrope,-0.976,152.0,633.4,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,Caffeine,hydrotrope,-1.029,152.0,630.8,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,L-Arginine,amino acid,-1.338,152.0,616.0,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,L-Glutamine,amino acid,-1.336,152.0,616.1,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,Triethanolamine,amine,-1.735,152.0,597.4,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,Citric acid,organic acid,-1.888,152.0,590.4,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,Tartaric acid,organic acid,-2.123,152.0,579.8,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Indomethacin,β-CD,Fuzzy-Weak,1.2529,Tromethamine,buffer amine,-2.339,152.0,570.2,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
